"Ad Group","Click type","Ad status","Device preference","Final URL","Headline 1","Headline 2",Description,"Path 1","Path 2"
,Headline,Enabled,All,https://www.amazon.com/LUCID-3-inch-Memory-Mattress-Topper/dp/B01H2OCVYO/ref=sr_1_1_sspa?s=home-garden&ie=UTF8&qid=1532106551&sr=1-1-spons&keywords=lucid+3+inch+memory+foam+mattress+topper&psc=1,"No H1 Tags Found","No H2 Tags Found","No P Tags Found",,
